-0.043416,0.0077435,-0.069016,0.021164,0.017118,0.10373,-0.06136,-0.024136,-0.0059483,0.0036876,-0.046832,0.079614,-0.084777,0.0068422,-0.070264,-0.018431,-0.05366,-0.0073981,0.15715,0.063691,-0.042815,0.075894,-0.073604,0.0059931,0.10795,0.28592,0.013067,0.077943,0.0061299,-0.105,-0.35694,0.10843,0.023322,-0.0061749,-0.0055593,0.07892,-0.31615,0.0241,0.05255,-0.019708,-0.012489,0.087805,0.0022137,-0.0267,-0.048302,-0.13625,-0.072648,-0.045869,-0.046297,0.0433,-0.01101,0.019501,0.011665,-0.045756,-0.074231,-0.055796,0.091313,-0.030864,0.011459,0.077558,-0.031331,-0.046251,-0.054508,-0.059306,-0.0099051,-0.051611,0.098267,-0.02527,0.0016596,0.16888,-0.075177,0.066263,0.025005,-0.080703,-0.036038,0.054867,-0.048931,-0.041736,0.16621,0.020291,0.10821,-0.10391,-0.33501,-0.019988,-0.049677,-0.036077,-0.057893,-0.078708,-0.028042,0.042381,-0.032327,0.070164,0.021367,0.069669,0.080311,-0.029602,0.11446,0.024753,-0.012872,0.34717,-0.059477,0.054379,-0.077315,0.035309,0.11806,0.044375,-0.041866,0.06654,0.10306,-0.06389,-0.048337,-0.0061726,-0.02307,0.078615,0.073204,-0.039015,-0.042901,-0.010038,-0.033849,0.0013422,0.060044,0.038431
0.028424,0.028318,-0.3245,0.056104,-0.077141,0.026332,0.00056058,-0.01626,0.026908,-0.0097892,0.025433,0.045261,-0.0037167,0.0045872,-0.014789,-0.042097,-0.046972,-0.0053834,0.057475,0.019821,-0.026957,0.062755,-0.37618,-0.0098468,0.051013,-0.29182,-0.038854,-0.021249,-0.0017824,-0.075269,0.30349,-0.059276,-0.0093863,0.0066183,-0.019386,0.016667,0.34241,0.011744,-0.13232,0.024381,0.0057566,0.11476,0.024949,0.038777,0.04114,-0.2771,0.018034,0.0002394,0.0094441,-0.0048865,0.067081,0.0023667,0.00020345,0.021577,0.033533,-0.051096,0.0083369,-0.0031324,-0.01877,0.016521,0.051491,-0.059725,0.03984,0.050163,0.0022547,-0.0051327,0.19519,0.013388,-0.1074,0.10091,0.031298,-0.033595,-0.01273,-0.00083079,-0.049963,0.0020287,-0.058382,0.0018147,0.12964,-0.029996,0.22189,-0.022992,-0.10497,0.013029,-0.016324,0.00055672,0.0065532,0.041614,-0.0027864,-0.1847,-0.034429,-0.0038837,-0.001501,0.058415,-0.00020888,-0.0081033,-0.067885,0.046051,-0.023961,0.22155,-0.00086615,-0.13191,0.046339,-0.011492,0.063167,0.028946,0.0078563,-0.067893,0.014883,0.0046372,0.0098352,0.0025033,0.0059767,0.03744,0.011446,-0.034465,-0.010273,0.0013002,-0.0023762,-0.033972,0.079583,-0.0063918
-0.067978,-0.00078839,0.010725,0.01773,-0.046227,-0.11606,0.09329,0.104,-0.024311,0.080359,0.070604,-0.097965,0.018929,0.01675,0.027785,-0.07663,0.032829,0.07829,-0.060483,-0.021318,0.056788,0.047518,0.0019951,0.080361,0.041169,0.08611,-0.011755,-0.0055162,-0.0065357,-0.1783,-0.10796,-0.10635,0.031789,0.049308,0.010079,-0.058801,0.04118,0.079971,0.033815,0.016579,0.027573,-0.057152,0.10353,0.10072,0.0582,0.036763,-0.099791,0.092433,0.030284,-0.0079878,0.0025803,0.050599,-0.00075604,0.095028,0.057655,0.014434,-0.052051,-0.072276,-0.013252,-0.020427,0.13069,-0.214,0.054058,0.041269,0.033701,-0.0059361,-0.070345,0.04354,-0.022983,0.05862,0.082218,0.091483,-0.064896,0.06097,-0.12078,0.011102,0.02171,-0.050474,0.16273,0.013213,-0.17663,0.0025484,-0.54112,0.035371,-0.014563,-0.027155,0.019636,0.069558,0.026741,-0.31229,0.048691,-0.021264,-0.048722,-0.07638,0.022773,0.022253,-0.037116,0.01927,0.0044578,-0.32639,0.018786,0.025994,0.094266,0.0076625,-0.050259,-0.021776,0.088493,-0.0062428,-0.029266,0.063144,0.09768,0.018778,-0.01663,-0.002568,0.019656,0.10603,0.030696,0.066659,0.052546,0.020192,0.017213,-0.031583
0.037712,0.017786,-0.31986,0.04921,0.0076391,0.0043276,-0.036974,-0.025322,0.034164,-0.012956,0.0019549,0.030248,0.059947,0.019187,0.022378,-0.076745,0.058363,0.033512,-0.027199,0.032397,-0.0039435,-0.1005,-0.26488,-0.00040126,-0.092019,0.44291,0.07138,0.030177,0.0056724,-0.097714,0.07186,0.081359,0.03334,-0.027028,0.029784,0.037039,0.08163,0.01004,-0.1747,0.014036,0.027087,-0.20491,-0.00061994,-0.058635,-0.019118,-0.1952,0.0066952,-0.02181,0.024825,0.026208,0.0076507,0.022415,-0.0042133,-0.086234,-0.0048425,0.024518,0.080552,0.093109,0.036059,-0.0065594,-0.07756,0.06981,-0.048029,0.018748,0.023085,0.014806,0.022398,-0.0084622,0.037648,-0.15818,-0.039237,0.13321,0.036546,0.057657,0.11589,0.026636,0.054122,0.064882,-0.31879,0.032213,0.072646,0.053056,-0.13188,0.0055685,0.036287,0.059021,0.029722,-0.016982,-0.097335,0.19155,-0.009663,0.013742,-0.094978,0.073919,-0.016827,-0.0077406,0.051254,0.019407,0.01766,-0.31413,0.051176,0.0069494,-0.024109,-0.0022739,0.0060735,-0.027895,-0.005422,0.030627,0.037357,0.023692,0.0079999,0.041314,0.053605,-0.014299,-0.0040066,-0.009491,0.059999,0.042259,0.044239,-0.006938,-0.050181,0.035211
-0.038151,-0.0042716,-0.26974,-0.030482,-0.16653,-0.11106,0.031407,0.010927,-0.014461,-0.0019252,0.064533,-0.049618,0.067487,-0.01188,0.021505,-0.02148,0.0084295,0.04513,-0.027828,-0.039663,-0.0012005,-0.0027626,-0.074794,0.023913,-0.019086,0.11979,0.18634,-0.058549,-0.011847,0.083569,-0.25772,0.25904,-0.0078278,0.044327,-0.020704,-0.049463,-0.39833,0.027101,-0.085678,0.07432,0.0060375,-0.026841,0.038714,0.10073,0.081847,-0.071076,0.038158,0.047363,0.01125,-0.03658,0.039881,0.033515,-0.030658,0.060555,0.063334,0.0025467,-0.057172,-0.0028216,0.016054,-0.028712,0.0065951,-0.028477,0.044655,0.050389,0.020799,-0.0035863,0.13242,-0.023085,-0.070657,-0.0015756,0.0923,-0.11831,-0.028496,0.050692,-0.05598,-0.032538,0.019521,-0.064728,-0.063393,0.015079,0.062801,0.01747,0.38159,0.03611,-0.01239,0.035159,0.046419,0.16966,0.013143,-0.35333,0.040609,-0.045477,-0.0063051,-0.0073777,0.022998,0.0048073,-0.12738,0.0044552,0.0049234,0.044032,0.039482,-0.058917,0.10247,-0.038882,-0.043478,-0.05165,0.03561,-0.076789,-0.05235,0.033614,0.032889,-0.03153,-0.012447,-0.029738,-0.028475,0.074803,0.014771,0.020768,0.030585,-0.037293,0.022841,-0.018613
-0.012413,0.038071,-0.25369,0.0064856,-0.00042578,0.045638,0.041507,0.021926,0.022241,0.01467,0.022073,-0.063658,0.015215,0.020556,0.0078752,-0.01717,0.014364,0.038914,0.23594,-0.067683,0.047086,-0.026755,0.12483,-0.052578,0.18542,-0.21274,0.0071957,0.0135,0.023959,-0.10203,-0.15016,-0.022868,-0.0043904,0.034757,0.081141,-0.05341,0.0042768,-0.013854,-0.14319,0.10152,-0.013677,-0.011869,-0.025539,0.06196,0.048713,0.056143,-0.016141,0.015826,0.029464,0.0060669,0.0070978,-0.010787,-0.052294,0.039949,0.033884,0.0087397,0.0036567,0.0038987,0.17085,0.034426,-0.097176,0.23612,0.031634,0.068868,0.009984,0.083524,0.22407,0.034496,-0.036379,-0.13831,0.075799,-0.079889,-0.018282,-0.01025,0.0080701,-0.070197,0.018335,0.13611,-0.23498,0.016386,-0.44602,0.02699,-0.20598,0.033979,0.017077,-0.010086,0.0049983,-0.066202,0.07116,0.13071,-0.039467,-0.0054934,0.042974,-0.087681,-0.12448,0.038739,0.00059964,0.034865,0.038004,0.22194,0.03137,0.049358,-0.029077,-0.02094,-0.1065,-0.0026161,-0.005878,-0.032189,-0.088492,0.0040151,-0.06013,0.018624,-0.0098441,-0.037227,-0.03923,0.085691,-0.01497,-0.010201,-0.016714,0.0056757,-0.0084043,-0.068518
0.021326,0.0011933,-0.01137,0.03875,0.011513,0.058359,0.034736,0.04843,0.041999,0.014634,-0.007158,-0.027411,-0.030395,-0.05413,-0.00038726,0.097709,-0.020498,-0.011388,-0.030906,-0.063743,-0.02086,0.1191,-0.15632,-0.097178,0.11521,0.25055,-0.06094,-0.012482,-0.052646,0.075267,-0.014941,-0.07036,-0.025808,0.029353,0.052075,-0.11138,-0.0018675,-0.068317,0.018986,-0.022752,-0.049056,-0.14557,-0.065245,0.038871,-0.031966,-0.20388,-0.01377,0.039181,0.027676,-0.038416,0.0014191,-0.060654,0.016357,0.03206,0.01022,0.019003,-0.032359,0.018802,0.078751,0.0088097,0.066612,0.28445,0.10199,0.041237,-0.079627,0.063643,-0.01164,-0.013926,0.029098,0.13693,0.05387,0.17184,-0.063274,-0.01483,0.026503,-0.075082,-0.030599,0.043893,0.50829,-0.031364,-0.095397,-0.00024779,0.15867,-0.055452,0.0057081,-0.034282,0.048518,0.016895,0.089859,0.13374,-0.082031,-0.060434,0.069503,-0.046846,-0.28984,0.056544,0.0097368,-0.0044242,0.0019341,-0.11466,0.01537,-0.010875,0.0076854,-0.0070129,-0.15374,0.066162,-0.068778,-0.070852,-0.1302,-0.021796,-0.012527,0.033895,-0.017026,0.014847,-0.084368,0.077798,-0.054994,-0.04982,-0.079361,-0.08595,0.011769,-0.088528
0.0047361,0.022215,-0.13798,-0.0084911,0.089482,0.0073473,-0.0091644,-0.026051,-0.0018633,-0.015263,-0.023114,0.007735,0.035071,0.020996,0.032657,0.061629,0.029777,-0.011309,0.012246,0.032398,-0.0020837,-0.054463,0.011029,-0.020551,0.049502,-0.29406,0.14986,0.077683,0.032459,0.033401,-0.07691,0.3336,0.037613,-0.0091205,-0.034556,-0.032248,-0.089919,-0.026792,0.058265,0.075536,0.039983,0.19765,0.014291,0.032058,0.0096396,0.024561,-0.13957,-0.027322,-0.0018627,-0.025552,-0.013468,0.0035367,0.089707,0.017577,-0.0025593,-0.040558,0.030894,-0.043717,0.073755,-0.0108,-0.004606,-0.26585,-0.015923,0.0071505,-0.032331,0.018564,0.15746,0.009114,0.058435,-0.025335,-0.0087197,-0.24704,-0.049882,-0.028733,0.019009,-0.020681,0.0083746,-0.00034724,0.19333,-0.0095736,0.11547,0.011136,-0.058035,-0.059886,0.0029434,-0.002697,0.0015209,-0.015248,-0.093811,0.33159,-0.098369,-0.036517,-0.047021,0.020679,-0.24456,-0.038972,0.044068,0.0025073,-0.018706,-0.41676,-0.018999,-0.037044,0.0042301,0.051739,-0.0068184,0.098821,-0.034894,0.024687,0.016745,0.025881,0.0008174,-0.0097676,-0.036451,0.044397,0.037002,0.01002,-0.015017,-0.014238,0.0023954,0.015788,0.026219,-0.01507
-0.056062,-0.0030717,0.30694,-0.041873,-0.0023386,0.05815,0.10293,-0.017316,0.013258,0.0067723,0.06366,-0.032654,-0.025294,0.034945,-0.0044385,0.034919,0.0038993,0.09758,0.28592,0.081084,0.016487,0.14709,-0.31381,0.049379,-0.076349,0.02082,0.10113,-0.14157,0.073961,0.10054,-0.16555,-0.033323,0.031624,-0.066909,-0.069941,-0.037944,0.085601,0.042556,0.11183,-0.022012,-0.0045568,0.040875,0.095791,0.02844,0.00022135,-0.25864,0.10677,-0.049722,-0.07705,-0.0021881,0.074441,0.024635,-0.050522,0.11859,0.034396,-0.048671,-0.041229,-0.027059,0.054217,0.061164,0.18479,-0.20938,0.084871,0.019349,0.050429,-0.0609,-0.0011233,-0.010298,-0.080738,-0.090371,0.0014609,0.039498,-0.05704,-0.052546,-0.052106,0.053011,-0.083102,-0.066358,-0.19253,-0.055526,-0.24667,-0.053729,0.10838,0.0036048,-0.025052,-0.048636,0.014653,-0.0051572,-0.021434,0.22459,0.008474,0.016429,0.041326,0.03227,-0.12281,-0.01109,-0.048842,-0.020799,0.038569,0.0037632,-0.07327,-0.092397,0.11557,-0.047118,0.063095,-0.093065,0.082543,0.051836,0.027649,0.022268,0.064054,-0.023539,-0.04732,-0.055894,-0.05727,-0.078241,-0.014707,0.049558,0.069853,0.019083,-0.062192,0.039798
-0.087589,-0.0058544,-0.1707,-0.13082,-0.022282,-0.047186,-0.010885,0.052197,-0.043029,0.0040709,-0.012812,-0.030994,-0.036,0.028192,0.020721,0.18252,-0.023364,-0.097197,-0.087609,-0.015385,-0.050763,-0.025463,-0.021651,0.09268,-0.041541,0.14854,-0.037922,0.17311,0.014809,0.067505,0.046416,-0.33301,0.067716,0.071563,-0.0070986,-0.04017,0.025106,0.077108,0.013037,0.015972,0.05114,-0.32762,0.060488,0.044861,-0.00016613,0.035109,-0.13253,0.063312,0.0062509,0.049481,-0.053662,0.069174,0.11043,0.0044648,0.088582,-0.10115,0.04802,-0.06038,0.022943,-0.022796,0.075045,-0.10871,0.0055816,-0.020358,0.046131,0.027315,0.049243,-0.011633,-0.05916,-0.012006,0.0030994,-0.39646,-0.067307,-0.0099735,-0.10527,0.053321,-0.0055737,-0.12671,0.043237,0.016245,-0.09095,-0.033476,0.096776,0.072254,-0.0074592,0.0024891,0.025302,0.039494,0.052058,0.26056,-0.077462,0.10034,-0.029383,-0.12362,0.20311,-0.019708,0.038337,-0.035957,0.0064659,0.10147,-0.076267,-0.15031,0.013003,0.086639,0.031769,0.089474,0.0053037,0.01502,0.079013,0.027922,0.0093624,-0.074564,-0.068729,0.034201,0.061006,0.10561,0.0010577,0.0054785,-0.024139,-0.042349,0.062206,0.066296
0.01604,-0.027658,0.0053761,0.012328,-0.083918,-0.1167,0.056058,0.058976,0.039016,-0.052264,0.033712,0.0052755,0.074135,-0.033608,0.0087048,0.0037861,0.066398,-0.00083793,-0.20571,-0.070384,0.059442,0.088047,0.095171,0.03239,-0.022484,-0.04718,0.041,-0.12251,-0.038988,-0.093065,-0.051716,0.16879,-0.055659,-0.052091,-0.074747,-0.041086,-0.041351,0.024105,-0.16077,-0.11438,-0.043311,0.056021,0.038406,0.0050301,-0.028175,-0.0037431,0.066294,0.061091,0.012783,-0.068917,-0.10545,-0.032699,-0.076324,0.062223,0.085661,0.0046366,-0.088534,0.069905,-0.23414,-0.070858,0.013018,0.060916,0.074842,0.049193,0.053146,0.055505,0.021261,-0.015907,-0.053329,-0.010928,0.066549,0.13008,-0.088958,0.043621,-0.048687,-0.0067178,-0.00073926,-0.081175,0.10945,-0.040469,0.12371,0.078317,-0.17173,0.022201,0.021605,0.010869,0.052923,0.024495,0.041966,0.52033,0.012777,-0.086335,0.018613,-0.010781,0.28981,0.0058416,-0.1762,-0.072808,-0.03926,0.16473,0.053366,-0.073567,0.10019,-0.065773,-0.0035701,-0.13872,0.062785,-0.091025,-0.070088,0.040892,0.021875,-0.0084018,0.022058,-0.098701,-0.0906,-0.022971,0.042542,0.073021,-0.0017389,-0.0026235,0.03669,0.0074704
0.090453,-0.005242,0.22517,0.076825,0.07016,-0.1229,0.055295,0.00769,0.0038497,-0.030895,0.016594,0.044643,0.095046,-0.043365,0.075156,-0.0065415,0.061377,-0.12749,0.18208,-0.10878,0.094189,-0.077553,-0.082478,-0.041855,-0.015519,0.078385,-0.15026,0.055064,-0.070062,-0.017025,0.20618,-0.018308,-0.10311,0.039136,0.041911,0.01224,-0.26821,-0.081386,-0.067241,-0.039172,0.0094365,-0.080033,-0.050365,0.001969,0.018591,-0.16651,-0.046649,0.016216,0.04913,0.019716,-0.087206,-0.0022411,0.0010778,-0.10788,0.056968,0.095181,0.023635,-0.06828,-0.2997,-0.074354,0.0864,-0.20622,-0.045084,-0.039679,0.014762,0.061035,0.12696,0.021914,-0.0043032,-0.042314,0.037609,-0.20746,0.020954,0.067842,0.046631,-0.031415,0.039759,0.0077447,-0.03838,-0.017667,0.046103,0.11839,-0.1011,0.049707,0.093987,-0.0095051,0.068829,0.032017,0.010971,0.0048578,0.18425,-0.019,0.06671,-0.20369,-0.28602,-0.014288,0.049587,0.078832,0.072437,0.1492,0.12604,0.10964,-0.0069024,-0.012419,-0.089878,0.061104,0.042209,-0.055065,-0.035275,0.0037938,-0.057331,0.0058918,0.029136,0.0048938,0.016821,-0.12659,0.089869,0.040886,0.010077,0.0016798,-0.008689,0.00018387
-0.013719,-0.066596,0.015336,-0.039978,-0.022887,0.033172,0.047855,0.011779,-0.064144,0.016986,-0.022257,0.055197,-0.072336,0.0069966,0.022132,-0.071014,-0.024192,0.013386,-0.22154,-0.0034299,-0.048138,-0.069009,0.13866,0.0060183,-0.097053,-0.032886,-0.043734,-0.15201,0.08109,-0.1048,0.10328,0.15799,0.12507,-0.033584,0.029427,0.064161,-0.049232,0.019361,-0.16032,-0.090377,-0.013121,-0.37556,0.063114,-0.076987,-0.071217,0.1489,-0.13792,-0.030753,-0.029041,0.010231,0.096787,0.066367,-0.051919,0.077821,0.056415,-0.013343,0.0064625,-0.041709,0.22961,-0.022334,0.1553,-0.1585,0.017098,0.028184,0.030107,-0.033638,-0.0025982,0.07271,0.015093,-0.021537,0.072451,0.12413,-0.011547,-0.085374,-0.013048,0.070289,-0.013028,0.13316,0.0076285,-0.11931,0.07644,0.0082608,-0.017402,-0.019632,0.0015877,-0.046229,-0.0058969,0.06297,0.017489,0.03117,0.044035,0.00035396,0.010162,0.2005,-0.41294,-0.052722,0.017851,0.02565,-0.036196,0.26519,-0.092774,-0.022929,0.041483,-0.011392,0.085665,-0.020651,0.025438,0.041456,0.028971,0.010172,0.060407,-0.012526,-0.025957,-0.03803,-0.012286,0.076867,-0.017033,0.047416,0.026004,0.0063656,0.06282,0.0093695
-0.047632,0.023829,0.024295,-0.11058,0.08487,0.066852,0.042247,0.015793,0.026322,0.042319,-0.017837,0.017927,0.10324,0.031097,0.02568,0.10627,0.056602,0.055462,-0.27598,0.0094846,-0.005612,-0.055329,0.011522,-0.045485,-0.086549,0.11717,-0.077583,0.14132,-0.048686,0.029322,-0.30828,0.070141,0.0021239,-0.0059941,-0.048195,-0.06013,0.34243,0.010072,0.023259,0.023962,0.046279,0.21364,0.035109,0.06541,0.032117,-0.033633,-0.054579,-0.011398,0.0070964,-0.014146,-0.051348,-0.016419,0.081719,-0.011939,0.064681,-0.0087337,-0.026079,0.030945,-0.052498,-0.015947,0.046213,0.1213,-0.023261,-0.063299,-0.0071054,0.10777,-0.14625,-0.12746,-0.024584,-0.018939,-0.013279,-0.069173,-0.07234,0.014271,-0.036234,0.002489,0.027994,-0.19185,-0.17985,0.054108,0.15962,0.01025,-0.066712,-0.011148,0.051044,-0.069177,0.052057,0.023464,-0.055458,-0.080853,-0.11809,-0.0084291,-0.054129,-0.15375,-0.36959,0.0084252,-0.048116,0.018031,0.037021,0.218,0.15666,0.019985,0.078436,0.03489,0.011444,0.033956,0.016101,0.056511,0.020053,0.045778,-0.076795,-0.042714,-0.0042192,-0.08687,-0.0002768,0.081142,-0.00014144,-0.033214,-0.038305,0.045848,0.039882,0.026026
-0.039874,-0.012904,-0.11263,-0.063331,0.088141,0.014086,-0.023177,0.0033737,-0.036738,0.00085745,-0.0064434,-0.075099,-0.02369,-0.0196,0.024486,0.075191,0.0018764,-0.090043,-0.096554,-0.018364,0.0027888,-0.05096,-0.17941,0.018422,-0.11934,-0.18174,0.13023,0.13622,0.038514,0.02872,0.10506,0.25768,-0.024732,-0.0038014,-0.00071096,0.060226,-0.027886,0.015047,0.053466,-0.21522,0.023436,-0.010695,0.031726,0.052519,0.00062802,0.021369,-0.26543,0.02787,-0.025054,0.10549,-0.012997,-0.052189,-0.066721,-0.073149,0.048034,0.0021895,0.049759,-0.041062,-0.16553,-0.043003,0.065778,0.11621,0.011992,-0.049125,0.077195,0.016143,0.007233,-0.02759,0.019655,-0.12929,0.086227,0.29716,-0.056259,-0.002411,-0.050169,0.062844,0.015976,-0.1381,0.13217,-0.0034076,-0.33068,-0.043473,0.08229,0.067555,0.099161,-0.061642,0.052541,-0.01397,-0.032857,-0.09351,-0.035557,0.11847,-0.099171,-0.030667,0.086217,-0.026275,0.24388,-0.017808,0.08648,0.069594,0.070994,0.080763,0.048856,-0.0084077,0.01574,0.039408,-0.017614,0.060803,0.092304,-0.00253,-0.062777,-0.041945,-0.037026,0.006622,0.029305,-0.13417,0.0076603,0.054355,-0.0082699,0.039691,-0.2134,0.078049
